epoch,accuracy,loss,val_accuracy,val_loss
0,0.9943892955780029,0.024890214204788208,0.9961333274841309,0.02136891894042492
1,0.994611918926239,0.023920126259326935,0.9962000250816345,0.02126205526292324
2,0.9941889047622681,0.02563336305320263,0.996066689491272,0.021328244358301163
3,0.9948346018791199,0.02407105453312397,0.996066689491272,0.021387603133916855
4,0.9943892955780029,0.025607939809560776,0.996066689491272,0.02126901224255562
5,0.9940998554229736,0.02563128061592579,0.9961333274841309,0.02123475819826126
6,0.9942556619644165,0.0249678585678339,0.9959333539009094,0.02157341130077839
7,0.9939662218093872,0.025998756289482117,0.9961333274841309,0.02133372239768505
8,0.9946787357330322,0.02609163336455822,0.9961333274841309,0.021304087713360786
9,0.9933651089668274,0.027267087250947952,0.9961333274841309,0.02132565900683403
10,0.9940330386161804,0.025674844160676003,0.996066689491272,0.02142591029405594
11,0.9947232604026794,0.02474927343428135,0.996066689491272,0.02134893275797367
12,0.9943670034408569,0.02533615007996559,0.996066689491272,0.021532559767365456
13,0.9943224787712097,0.024920692667365074,0.9961333274841309,0.021241549402475357
14,0.9947454929351807,0.024321038275957108,0.9962000250816345,0.021310413256287575
15,0.9943892955780029,0.024883411824703217,0.9961333274841309,0.021347979083657265
16,0.9942334294319153,0.024538855999708176,0.9959999918937683,0.021319469437003136
17,0.9943670034408569,0.024798069149255753,0.996066689491272,0.02150961011648178
18,0.9942556619644165,0.02574179507791996,0.996066689491272,0.021348752081394196
19,0.9940107464790344,0.025769390165805817,0.9961333274841309,0.021433915942907333
20,0.9940330386161804,0.026225309818983078,0.9959999918937683,0.021459046751260757
21,0.9943002462387085,0.025184594094753265,0.996066689491272,0.02141834981739521
22,0.9942556619644165,0.0256290752440691,0.996066689491272,0.02141645736992359
23,0.9940107464790344,0.025691960006952286,0.9959999918937683,0.02136656641960144
24,0.9945451021194458,0.02459687367081642,0.9959999918937683,0.021325619891285896
25,0.9939662218093872,0.027020229026675224,0.9959333539009094,0.02155579999089241
26,0.9946787357330322,0.02523876167833805,0.9959999918937683,0.021312618628144264
27,0.9942556619644165,0.02522752247750759,0.9959999918937683,0.021368950605392456
28,0.9945673942565918,0.02495025470852852,0.9961333274841309,0.02122577093541622
29,0.9945451021194458,0.024400193244218826,0.9961333274841309,0.021460387855768204
